player_id,version,name,full_name,description,image,height_cm,weight_kg,dob,positions,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause,specialities,club_id,club_name,club_league_id,club_league_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,country_id,country_name,country_league_id,country_league_name,country_flag,country_rating,country_position,country_kit_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,play_styles
239085,2022-05-01,"Erling Braut Håland - FIFA 22 - Apr 26, 2022 | SoFIFA",Erling Braut Håland,"Erling Haaland (Erling Braut Håland, born 21 July 2000) is a Norwegian footballer who plays as a striker for German club Borussia Dortmund, and the Norway national team. In the game FIFA 22, his overall rating is 88.",https://cdn.sofifa.net/players/239/085/22_120.png,194,94,2000-07-21,ST,88,94,€143.5M,€110K,Left,3 ,3 ,4 ,High/Medium,Unique,Yes,€272.7M,"Aerial threat,Distance shooter,Strength,Clinical finisher,Complete forward",22,Borussia Dortmund,19,Bundesliga,https://cdn.sofifa.net/meta/team/68/30.png,81,ST,9,2020-01-01,2024,1352,Norway,78,Friendly International,https://cdn.sofifa.net/meta/team/18578/30.png,76,ST,9,47,94,78,74,88,78,77,62,51,85,82,93,77,88,72,94,74,82,93,87,85,43,89,73,76,85,44,53,29,7,14,13,11,7,"Injury prone, Speed dribbler (AI), Power header"
235570,2022-05-01,"Gaïus Abraham Jered Makouta - FIFA 22 - Apr 26, 2022 | SoFIFA",Gaïus Abraham Jered Makouta,"Gaius Makouta (Gaïus Abraham Jered Makouta, born 25 July 1997) is a Republic of the Congo footballer who plays as a center midfield for Portuguese club Boavista. In the game FIFA 22, his overall rating is 70.",https://cdn.sofifa.net/players/235/570/22_120.png,180,75,1997-07-25,"CM,CAM",70,75,€2.4M,€8K,Right,3 ,3 ,1 ,High/Medium,Normal (170-185),No,€5.2M,,1898,Boavista,308,Primeira Liga,https://cdn.sofifa.net/meta/team/960/30.png,69,LCM,42,2021-07-27,2024,,,,,,,,,60,67,68,71,58,75,62,53,64,74,64,65,67,72,59,70,66,83,82,69,70,63,71,67,66,71,60,68,62,9,10,7,6,6,Technical dribbler (AI)
216627,2022-05-01,"Kieffer Roberto Francisco Moore - FIFA 22 - Apr 26, 2022 | SoFIFA",Kieffer Roberto Francisco Moore,"Kieffer Moore (Kieffer Roberto Francisco Moore, born 8 August 1992) is a Welsh footballer who plays as a striker for British club AFC Bournemouth, and the Wales national team. In the game FIFA 22, his overall rating is 73.",https://cdn.sofifa.net/players/216/627/22_120.png,196,83,1992-08-08,ST,73,73,€3.1M,€31K,Right,3 ,3 ,1 ,Medium/Medium,Normal (185+),No,€5.9M,"Aerial threat,Strength",1943,AFC Bournemouth,14,Championship,https://cdn.sofifa.net/meta/team/52/30.png,73,SUB,21,2022-01-31,2025,1367,Wales,78,Friendly International,https://cdn.sofifa.net/meta/team/18721/30.png,74,ST,13,58,72,84,58,68,68,62,45,55,72,75,79,52,70,50,76,73,73,90,58,73,42,73,54,67,68,39,47,44,10,10,13,8,9,Power header
222515,2022-05-01,"Zinedine Ferhat - FIFA 22 - Apr 26, 2022 | SoFIFA",Zinedine Ferhat,"Zinedine Ferhat (born 1 March 1993) is an Algerian footballer who plays as a left midfield for French club Nîmes. In the game FIFA 22, his overall rating is 74.",https://cdn.sofifa.net/players/222/515/22_120.png,183,70,1993-03-01,"LM,RM",74,74,€4.2M,€8K,Right,4 ,4 ,2 ,Medium/Low,Normal (170-185),No,€7.6M,,224,Nîmes,17,Ligue 2,https://cdn.sofifa.net/meta/team/6967/30.png,69,SUB,10,2019-07-03,2022,,,,,,,,,73,63,60,72,55,75,74,68,67,74,82,81,74,67,68,69,71,83,74,60,38,24,71,73,66,73,29,30,27,13,10,14,15,8,"Playmaker (AI), Outside foot shot, Technical dribbler (AI)"
256051,2022-05-01,"Marcelino Ignacio Núñez Espinoza - FIFA 22 - Apr 26, 2022 | SoFIFA",Marcelino Ignacio Núñez Espinoza,"Marcelino Nuñez (Marcelino Ignacio Núñez Espinoza, born 1 March 2000) is a Chilean footballer who plays as a center midfield for Chilean club Universidad Católica. In the game FIFA 22, his overall rating is 68.",https://cdn.sofifa.net/players/256/051/22_120.png,173,70,2000-03-01,"CM,RB",68,78,€2.7M,€4K,Right,3 ,2 ,1 ,Medium/Medium,Normal (170-185),No,€4.3M,,110975,Universidad Católica,335,Primera Division,https://cdn.sofifa.net/meta/team/2710/30.png,70,RCM,26,2020-01-01,2022,,,,,,,,,59,56,36,73,37,69,57,73,65,69,65,65,66,64,70,60,59,75,62,59,48,62,59,71,51,66,56,64,58,11,8,11,8,14,
193331,2022-05-01,"Karl Darlow - FIFA 22 - Apr 26, 2022 | SoFIFA",Karl Darlow,"Karl Darlow (born 8 October 1990) is a British footballer who plays as a goalkeeper for British club Newcastle United. In the game FIFA 22, his overall rating is 75.",https://cdn.sofifa.net/players/193/331/22_120.png,190,88,1990-10-08,GK,75,75,€3.7M,€26K,Right,2 ,1 ,1 ,Medium/Medium,Normal (185+),Yes,€7M,,13,Newcastle United,13,Premier League,https://cdn.sofifa.net/meta/team/20/30.png,77,SUB,26,2014-08-09,2025,,,,,,,,,12,14,12,36,15,14,19,16,30,31,60,54,64,68,64,51,69,44,60,11,13,26,18,37,19,53,17,11,12,77,71,68,74,78,GK Long throw
223284,2022-05-01,"Pablo Martinez - FIFA 22 - Apr 26, 2022 | SoFIFA",Pablo Martinez,"Pablo Martinez (born 21 February 1989) is a French footballer who plays as a center back for French club Nîmes. In the game FIFA 22, his overall rating is 72.",https://cdn.sofifa.net/players/223/284/22_120.png,182,77,1989-02-21,CB,72,72,€1.5M,€6K,Left,3 ,2 ,1 ,Medium/Medium,Normal (170-185),No,€2.7M,,224,Nîmes,17,Ligue 2,https://cdn.sofifa.net/meta/team/6967/30.png,69,LCB,4,2019-07-01,2022,,,,,,,,,66,39,72,66,40,69,51,50,70,66,61,62,69,67,68,52,80,71,77,49,73,72,51,55,45,68,72,74,72,11,14,15,12,16,"Dives into tackles (AI), Long passer (AI)"
230452,2022-05-01,"Kelivelson - FIFA 22 - Apr 26, 2022 | SoFIFA",Kelivelson Vaz Laranjeiras,"Kelivelson (born 29 February 1996) is a Brazilian footballer who plays as a central defensive midfielder for Brazilian club Ceará. In the game FIFA 22, his overall rating is 72.",https://cdn.sofifa.net/players/230/452/22_120.png,182,78,1996-02-29,"CDM,RB,RM",72,72,€2.3M,€9K,Right,3 ,2 ,1 ,High/Medium,Normal (170-185),No,€4.4M,,111059,Ceará,7,Série A,https://cdn.sofifa.net/meta/team/12220/30.png,72,SUB,15,2021-07-07,2024,,,,,,,,,51,51,73,72,39,62,61,62,71,61,72,68,56,72,60,44,82,68,73,41,81,71,44,67,63,70,73,72,73,7,15,7,8,10,
205365,2022-05-01,"Jan Kopic - FIFA 22 - Apr 26, 2022 | SoFIFA",Jan Kopic,"Jan Kopic (born 4 June 1990) is a Czech footballer who plays as a right midfield for Czech club Viktoria Plzeň. In the game FIFA 22, his overall rating is 74.",https://cdn.sofifa.net/players/205/365/22_120.png,179,81,1990-06-04,"RM,LM",74,74,€3.5M,€1K,Right,3 ,3 ,1 ,High/Low,Normal (170-185),No,€7.7M,,110468,Viktoria Plzeň,319,První liga,https://cdn.sofifa.net/meta/team/3545/30.png,73,RM,10,2015-07-01,2024,,,,,,,,,74,68,48,72,67,76,68,64,69,74,77,76,75,71,70,75,59,66,58,76,53,32,74,73,59,75,35,38,31,11,14,13,11,6,"Flair, Long shot taker (AI), Technical dribbler (AI)"
213301,2022-05-01,"Sascha Horvath - FIFA 22 - Apr 26, 2022 | SoFIFA",Sascha Horvath,"Sascha Horvath (born 22 August 1996) is an Austrian footballer who plays as a central attacking midfielder for Austrian club LASK Linz. In the game FIFA 22, his overall rating is 70.",https://cdn.sofifa.net/players/213/301/22_120.png,168,60,1996-08-22,"CAM,RM,LM",70,74,€2.3M,€13K,Right,4 ,3 ,1 ,High/Medium,Lean (170-),No,€3.6M,Acrobat,252,LASK Linz,80,Bundesliga,https://cdn.sofifa.net/meta/team/3369/30.png,69,CAM,30,2021-08-30,2024,,,,,,,,,69,68,42,67,64,73,65,65,62,70,87,85,92,63,95,73,88,73,40,70,37,47,62,72,70,65,36,48,49,8,15,13,11,16,Technical dribbler (AI)
231733,2022-05-01,"Curro Sánchez - FIFA 22 - Apr 26, 2022 | SoFIFA",Francisco José Sánchez Rodríguez,"Curro Sánchez (born 3 January 1996) is a Spanish footballer who plays as a right midfield for Spanish club Almería. In the game FIFA 22, his overall rating is 72.",https://cdn.sofifa.net/players/231/733/22_120.png,173,71,1996-01-03,"RM,CAM,CM",72,73,€2.8M,€9K,Left,3 ,3 ,1 ,High/Medium,Normal (170-185),No,€4.7M,,1861,Almería,54,La Liga 2,https://cdn.sofifa.net/meta/team/618/30.png,73,SUB,10,2021-07-10,2024,,,,,,,,,70,73,43,68,60,73,75,73,67,71,78,75,80,65,78,69,38,67,47,75,40,44,69,75,70,72,36,46,37,12,9,9,8,8,Technical dribbler (AI)
235317,2022-05-01,"Jhon Édison Mosquera Rebolledo - FIFA 22 - Apr 26, 2022 | SoFIFA",Jhon Édison Mosquera Rebolledo,"Jhon Mosquera (Jhon Édison Mosquera Rebolledo, born 6 June 1990) is a Colombian footballer who plays as a left midfield for Czech club Viktoria Plzeň. In the game FIFA 22, his overall rating is 75.",https://cdn.sofifa.net/players/235/317/22_120.png,185,72,1990-06-06,"LM,LW",75,75,€4.7M,€1K,Left,3 ,3 ,1 ,High/Medium,Lean (185+),No,€10.3M,,110468,Viktoria Plzeň,319,První liga,https://cdn.sofifa.net/meta/team/3545/30.png,73,LM,18,2021-07-01,2023,,,,,,,,,74,69,78,73,56,77,62,68,64,76,77,78,73,74,51,73,75,68,77,72,80,52,75,67,58,74,61,55,56,9,9,6,14,12,"Long shot taker (AI), Technical dribbler (AI)"
242997,2022-05-01,"Linton Maina - FIFA 22 - Apr 26, 2022 | SoFIFA",Linton Maina,"Linton Maina (born 23 June 1999) is a German footballer who plays as a left midfield for German club Hannover 96. In the game FIFA 22, his overall rating is 69.",https://cdn.sofifa.net/players/242/997/22_120.png,173,70,1999-06-23,"LM,RM,ST",69,77,€3.1M,€11K,Right,4 ,3 ,1 ,Medium/Medium,Lean (170-185),Yes,€5.6M,Speedster,485,Hannover 96,20,2. Bundesliga,https://cdn.sofifa.net/meta/team/2554/30.png,69,SUB,11,2018-02-09,2022,,,,,,,,,64,65,44,63,55,72,63,43,57,69,94,91,85,63,88,57,55,65,44,49,38,19,55,62,44,63,26,23,22,14,12,14,7,8,"Injury prone, Technical dribbler (AI)"
244022,2022-05-01,"Ibrahim Sissoko - FIFA 22 - Apr 26, 2022 | SoFIFA",Ibrahim Sissoko,"Ibrahim Sissoko (born 27 November 1995) is a French footballer who plays as a striker for French club Niort. In the game FIFA 22, his overall rating is 69.",https://cdn.sofifa.net/players/244/022/22_120.png,190,89,1995-11-27,ST,69,71,€1.8M,€4K,Right,3 ,2 ,1 ,Medium/Medium,Normal (185+),No,€3.3M,,1813,Niort,17,Ligue 2,https://cdn.sofifa.net/meta/team/6822/30.png,65,ST,9,2019-06-21,2023,,,,,,,,,40,72,68,64,65,65,47,56,47,67,69,72,56,55,39,74,71,65,80,68,45,15,69,53,73,65,41,24,22,7,11,10,8,11,Injury prone
238391,2022-05-01,"Gédéon Kalulu Kyatengwa - FIFA 22 - Apr 26, 2022 | SoFIFA",Gédéon Kalulu Kyatengwa,"Gédéon Kalulu (Gédéon Kalulu Kyatengwa, born 29 August 1997) is a Democratic Republic of the Congo footballer who plays as a right back for French club Ajaccio. In the game FIFA 22, his overall rating is 69.",https://cdn.sofifa.net/players/238/391/22_120.png,176,74,1997-08-29,"RB,CB",69,75,€2.1M,€3K,Right,3 ,2 ,1 ,Medium/Medium,Stocky (170-185),No,€4.1M,,614,Ajaccio,17,Ligue 2,https://cdn.sofifa.net/meta/team/524/30.png,67,RB,2,2019-08-02,2022,,,,,,,,,54,35,68,63,27,62,46,38,53,62,81,83,80,64,76,49,89,70,79,42,69,64,39,49,41,66,69,70,68,10,15,7,14,8,Solid player
192567,2022-05-01,"Matthias Jürgen Zimmermann - FIFA 22 - Apr 26, 2022 | SoFIFA",Matthias Jürgen Zimmermann,"Matthias Zimmermann (Matthias Jürgen Zimmermann, born 16 June 1992) is a German footballer who plays as a right back for German club Fortuna Düsseldorf. In the game FIFA 22, his overall rating is 71.",https://cdn.sofifa.net/players/192/567/22_120.png,177,76,1992-06-16,RB,71,71,€1.6M,€15K,Right,2 ,2 ,1 ,Medium/High,Normal (170-185),Yes,€2.6M,,110636,Fortuna Düsseldorf,20,2. Bundesliga,https://cdn.sofifa.net/meta/team/1092/30.png,70,RB,25,2018-07-16,2024,,,,,,,,,71,46,54,71,55,62,55,41,65,67,73,65,74,69,77,62,69,73,68,60,74,72,41,65,44,67,71,67,70,8,13,11,12,13,Dives into tackles (AI)
258615,2022-05-01,"Zarraga - FIFA 22 - Apr 26, 2022 | SoFIFA",Oier Zarraga Egaña,"Zarraga (born 4 January 1999) is a Spanish footballer who plays as a center midfield for Spanish club Athletic Club. In the game FIFA 22, his overall rating is 73.",https://cdn.sofifa.net/players/258/615/22_120.png,175,76,1999-01-04,"CM,CAM,RM",73,81,€7M,€18K,Right,3 ,3 ,1 ,High/Medium,Normal (170-185),No,€16.1M,,448,Athletic Club,53,La Liga,https://cdn.sofifa.net/meta/team/13258/30.png,79,SUB,19,2019-07-01,2023,,,,,,,,,62,70,59,76,48,76,65,52,73,75,79,76,78,69,78,58,73,75,68,71,54,66,68,70,54,67,51,71,48,12,8,6,11,15,"Long passer (AI), Speed dribbler (AI), Outside foot shot"
198200,2022-05-01,"Benjamin Stambouli - FIFA 22 - Apr 26, 2022 | SoFIFA",Benjamin Stambouli,"Benjamin Stambouli (born 13 August 1990) is a French footballer who plays as a central defensive midfielder for Turkish club Adana Demirspor. In the game FIFA 22, his overall rating is 73.",https://cdn.sofifa.net/players/198/200/22_120.png,180,82,1990-08-13,"CDM,CB",73,73,€2.5M,€14K,Right,4 ,2 ,2 ,Medium/High,Normal (170-185),Yes,€5M,,101016,Adana Demirspor,68,Süper Lig,https://cdn.sofifa.net/meta/team/1039/30.png,71,LDM,90,2021-07-26,2023,,,,,,,,,45,41,66,74,40,65,55,43,72,70,55,54,64,71,64,65,71,76,75,50,73,74,59,67,50,74,71,72,71,8,13,11,15,15,"Dives into tackles (AI), Team player"
236600,2022-05-01,"Japhet Manzambi Tanganga - FIFA 22 - Apr 26, 2022 | SoFIFA",Japhet Manzambi Tanganga,"Japhet Tanganga (Japhet Manzambi Tanganga, born 31 March 1999) is a British footballer who plays as a right wing back for British club Tottenham Hotspur. In the game FIFA 22, his overall rating is 74.",https://cdn.sofifa.net/players/236/600/22_120.png,180,73,1999-03-31,"RWB,RB,CB",74,82,€9M,€49K,Right,3 ,2 ,1 ,Medium/High,Normal (170-185),Yes,€18.9M,,18,Tottenham Hotspur,13,Premier League,https://cdn.sofifa.net/meta/team/6/30.png,81,RES,25,2017-07-01,2025,,,,,,,,,64,28,70,71,36,72,54,37,56,69,74,79,68,74,68,52,87,70,83,19,87,74,47,59,45,71,75,76,75,11,9,12,7,14,"Dives into tackles (AI), Team player"
211513,2022-05-01,"Tom Lawrence - FIFA 22 - Apr 26, 2022 | SoFIFA",Tom Lawrence,"Tom Lawrence (born 13 January 1994) is a Welsh footballer who plays as a left midfield for British club Derby County. In the game FIFA 22, his overall rating is 72.",https://cdn.sofifa.net/players/211/513/22_120.png,180,75,1994-01-13,"LM,ST,CAM",72,72,€2.5M,€12K,Right,3 ,4 ,1 ,High/Low,Lean (170-185),Yes,€4.6M,,91,Derby County,14,Championship,https://cdn.sofifa.net/meta/team/24/30.png,68,LM,10,2017-08-15,2022,,,,,,,,,71,70,68,70,64,73,74,74,62,72,75,73,76,66,70,78,66,74,66,79,77,28,72,69,66,72,48,38,36,10,7,13,13,7,"Power free-kick, Leadership, Flair, Long shot taker (AI)"
212282,2022-05-01,"Issiaga Sylla - FIFA 22 - Apr 26, 2022 | SoFIFA",Issiaga Sylla,"Issiaga Sylla (born 1 January 1994) is a Guinean footballer who plays as a left back for French club Toulouse. In the game FIFA 22, his overall rating is 70.",https://cdn.sofifa.net/players/212/282/22_120.png,180,75,1994-01-01,LB,70,70,€1.5M,€5K,Left,2 ,2 ,1 ,Medium/High,Lean (170-185),No,€2.6M,,1809,Toulouse,17,Ligue 2,https://cdn.sofifa.net/meta/team/289/30.png,68,LB,12,2012-09-04,2023,,,,,,,,,71,64,60,70,65,69,71,56,64,63,57,66,67,67,66,65,72,87,71,49,68,72,69,62,49,51,61,66,67,13,13,10,8,12,
266299,2022-05-01,"Frank Mario Magri - FIFA 22 - Apr 26, 2022 | SoFIFA",Frank Mario Magri,"Frank Magri (Frank Mario Magri, born 4 September 1999) is a French footballer who plays as a striker for French club Bastia. In the game FIFA 22, his overall rating is 60.",https://cdn.sofifa.net/players/266/299/22_120.png,178,70,1999-09-04,ST,60,68,€550K,€900,Right,3 ,2 ,1 ,Medium/Low,Normal (170-185),No,€1.1M,,58,Bastia,17,Ligue 2,https://cdn.sofifa.net/meta/team/430/30.png,65,LS,11,2022-01-07,2024,,,,,,,,,44,62,59,50,64,61,59,55,36,65,74,72,68,46,71,66,66,62,57,62,34,14,54,45,62,47,15,19,16,15,6,14,10,8,
216380,2022-05-01,"Daley Sinkgraven - FIFA 22 - Apr 26, 2022 | SoFIFA",Daley Sinkgraven,"Daley Sinkgraven (born 4 July 1995) is a Dutch footballer who plays as a left back for German club Bayer 04 Leverkusen. In the game FIFA 22, his overall rating is 74.",https://cdn.sofifa.net/players/216/380/22_120.png,179,67,1995-07-04,"LB,CM",74,75,€4.6M,€34K,Left,3 ,4 ,2 ,High/Medium,Lean (170-185),No,€8.2M,,32,Bayer 04 Leverkusen,19,Bundesliga,https://cdn.sofifa.net/meta/team/3321/30.png,79,SUB,22,2019-07-01,2023,,,,,,,,,73,58,67,71,65,77,74,65,74,79,79,75,81,72,78,63,68,74,54,59,73,73,70,72,56,68,72,71,68,10,13,11,14,15,"Injury prone, Flair"
227900,2022-05-01,"Nicolás Martín Tripichio - FIFA 22 - Apr 26, 2022 | SoFIFA",Nicolás Martín Tripichio,"Nicolás Tripichio (Nicolás Martín Tripichio, born 5 January 1996) is an Argentine footballer who plays as a right back for Argentine club Defensa y Justicia. In the game FIFA 22, his overall rating is 70.",https://cdn.sofifa.net/players/227/900/22_120.png,175,68,1996-01-05,"RB,CB",70,73,€1.9M,€8K,Right,3 ,2 ,1 ,Medium/Medium,Normal (170-185),No,€3M,,111710,Defensa y Justicia,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/9561/30.png,71,RB,14,2021-01-13,2022,,,,,,,,,65,47,65,71,43,69,51,47,62,69,78,78,78,64,75,59,71,77,63,45,68,70,66,57,49,66,60,62,63,15,14,13,9,7,
255292,2022-05-01,"José David Enamorado Gómez - FIFA 21 - Mar 19, 2021 | SoFIFA",José David Enamorado Gómez,"José Enamorado (José David Enamorado Gómez, born 13 January 1999) is a Colombian footballer who plays as a left winger for Colombian club Deportivo Cali. In the game FIFA 21, his overall rating is 59.",https://cdn.sofifa.net/players/255/292/21_120.png,167,58,1999-01-13,LW,59,67,€500K,€500,Right,2 ,2 ,1 ,Medium/Medium,Lean (170-),No,€775K,,101102,Deportivo Cali,336,Categoría Primera A,https://cdn.sofifa.net/meta/team/3479/30.png,65,SUB,16,2019-07-01,2024,,,,,,,,,61,55,42,56,44,66,47,38,48,62,70,66,72,48,65,68,56,63,49,46,25,21,49,56,50,50,20,27,22,13,14,7,8,14,
226877,2022-05-01,"Ivo Rodrigues - FIFA 22 - Apr 26, 2022 | SoFIFA",Ivo Tiago dos Santos Rodrigues,"Ivo Rodrigues (Ivo Tiago dos Santos Rodrigues, born 30 March 1995) is a Portuguese footballer who plays as a right midfield for Portuguese club Famalicão. In the game FIFA 22, his overall rating is 73.",https://cdn.sofifa.net/players/226/877/22_120.png,180,75,1995-03-30,"RM,LM,RWB",73,73,€3.3M,€9K,Right,4 ,4 ,1 ,High/Medium,Lean (170-185),No,€6.9M,,112809,Famalicão,308,Primeira Liga,https://cdn.sofifa.net/meta/team/3161/30.png,70,RWB,7,2021-01-15,2024,,,,,,,,,73,66,48,67,66,76,75,64,58,75,78,72,83,70,70,76,85,63,61,73,67,36,71,77,70,65,36,41,39,8,7,16,11,13,"Flair, Long shot taker (AI), Technical dribbler (AI)"
230717,2022-05-01,"Philana Tinotenda Kadewere - FIFA 22 - Apr 26, 2022 | SoFIFA",Philana Tinotenda Kadewere,"Tino Kadewere (Philana Tinotenda Kadewere, born 5 January 1996) is a Zimbabwean footballer who plays as a striker for French club Olympique Lyonnais. In the game FIFA 22, his overall rating is 74.",https://cdn.sofifa.net/players/230/717/22_120.png,183,71,1996-01-05,"ST,RW",74,75,€5M,€48K,Right,3 ,3 ,2 ,Medium/Medium,Lean (170-185),No,€9.9M,,66,Olympique Lyonnais,16,Ligue 1,https://cdn.sofifa.net/meta/team/79/30.png,77,SUB,11,2020-01-24,2024,,,,,,,,,64,77,69,72,69,75,67,57,60,75,76,78,81,71,67,78,79,66,72,68,59,30,76,68,73,75,34,39,35,12,9,14,8,15,Flair
241470,2022-05-01,"Álex Centelles - FIFA 22 - Apr 26, 2022 | SoFIFA",Alejandro Centelles Plaza,"Álex Centelles (born 30 August 1999) is a Spanish footballer who plays as a left back for Spanish club Almería. In the game FIFA 22, his overall rating is 75.",https://cdn.sofifa.net/players/241/470/22_120.png,185,73,1999-08-30,LB,75,84,€12M,€8K,Left,3 ,3 ,1 ,Medium/Medium,Lean (185+),No,€21.6M,,1861,Almería,54,La Liga 2,https://cdn.sofifa.net/meta/team/618/30.png,73,SUB,20,2020-10-02,2022,,,,,,,,,73,49,65,71,51,70,70,45,69,75,76,78,65,77,56,64,61,85,70,45,74,68,59,62,48,74,69,72,68,14,9,12,10,8,Early crosser
260926,2022-05-01,"Kevin Schade - FIFA 22 - Apr 26, 2022 | SoFIFA",Kevin Schade,"Kevin Schade (born 27 November 2001) is a German footballer who plays as a right midfield for German club SC Freiburg. In the game FIFA 22, his overall rating is 70.",https://cdn.sofifa.net/players/260/926/22_120.png,183,74,2001-11-27,"RM,ST,LM",70,83,€3.8M,€8K,Right,3 ,3 ,1 ,High/Medium,Lean (170-185),No,€8.8M,Speedster,25,SC Freiburg,19,Bundesliga,https://cdn.sofifa.net/meta/team/3543/30.png,75,SUB,20,2021-07-01,2026,,,,,,,,,66,67,67,63,60,72,39,35,38,70,93,95,84,65,78,63,86,55,58,54,41,23,68,61,57,60,17,21,19,13,11,8,9,10,Speed dribbler (AI)
232255,2022-05-01,"Agustín Bouzat - FIFA 22 - Apr 26, 2022 | SoFIFA",Agustín Bouzat,"Agustín Bouzat (born 28 March 1994) is an Argentine footballer who plays as a right winger for Argentine club Vélez Sarsfield. In the game FIFA 22, his overall rating is 71.",https://cdn.sofifa.net/players/232/255/22_120.png,169,72,1994-03-28,"RW,LW",71,71,€2M,€11K,Left,3 ,3 ,1 ,High/High,Normal (170-),No,€3M,Engine,101088,Vélez Sarsfield,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/9904/30.png,72,SUB,23,2017-12-27,2022,,,,,,,,,68,62,56,70,55,74,59,45,66,73,84,88,85,66,77,64,86,87,39,56,83,61,64,68,53,67,49,54,52,9,15,13,7,13,Speed dribbler (AI)
239679,2022-05-01,"Pasquale Mazzocchi - FIFA 22 - Apr 26, 2022 | SoFIFA",Pasquale Mazzocchi,"Pasquale Mazzocchi (born 27 July 1995) is an Italian footballer who plays as a right back for Italian club Salernitana, on loan from Venezia. In the game FIFA 22, his overall rating is 68.",https://cdn.sofifa.net/players/239/679/22_120.png,180,74,1995-07-27,"RB,RM,LB",68,69,€1.3M,€7K,Right,3 ,3 ,1 ,Medium/Medium,Lean (170-185),No,,,110373,Salernitana,31,Serie A,https://cdn.sofifa.net/meta/team/7743/30.png,71,LB,30,,"Jun 30, 2022",,,,,,,,,65,55,64,66,50,67,62,60,62,67,75,76,69,63,67,66,74,71,71,50,64,63,55,54,55,60,66,65,63,12,14,13,8,11,
243007,2022-05-01,"Lukáš Masopust - FIFA 22 - Apr 26, 2022 | SoFIFA",Lukáš Masopust,"Lukáš Masopust (born 12 February 1993) is a Czech footballer who plays as a right midfield for Czech club Slavia Praha, and the Czechia national team. In the game FIFA 22, his overall rating is 75.",https://cdn.sofifa.net/players/243/007/22_120.png,179,76,1993-02-12,"RM,RB",75,75,€5.5M,€1K,Right,4 ,3 ,1 ,High/High,Normal (170-185),No,€11.6M,,266,Slavia Praha,319,První liga,https://cdn.sofifa.net/meta/team/216/30.png,75,RB,8,2019-01-01,2023,1330,Czechia,78,Friendly International,https://cdn.sofifa.net/meta/team/18718/30.png,77,RM,12,72,63,68,70,64,76,62,59,65,75,87,85,82,73,78,69,68,83,78,62,77,71,72,65,61,70,66,68,67,7,7,6,10,10,"Long throw-In, Speed dribbler (AI)"
244287,2022-05-01,"Marios Vrousai - FIFA 22 - Apr 26, 2022 | SoFIFA",Marios Vrousai,"Marios Vrousai (born 2 July 1998) is a Greek footballer who plays as a left midfield for Greek club Olympiakos Piraeus. In the game FIFA 22, his overall rating is 71.",https://cdn.sofifa.net/players/244/287/22_120.png,183,78,1998-07-02,"LM,RM,RB",71,78,€3.8M,€800,Right,2 ,4 ,1 ,Medium/Medium,Normal (170-185),No,€8.7M,,280,Olympiakos Piraeus,63,Super League,https://cdn.sofifa.net/meta/team/602/30.png,76,SUB,17,2016-09-30,2024,,,,,,,,,64,69,59,69,62,73,64,63,64,72,79,77,78,67,67,70,69,70,67,67,49,43,66,64,64,62,53,44,40,14,14,11,12,13,"Outside foot shot, Technical dribbler (AI)"
268097,2022-05-01,"Martin Ádám - FIFA 22 - Apr 26, 2022 | SoFIFA",Martin Ádám,"Martin Ádám (born 6 November 1994) is a Hungarian footballer who plays as a striker for the Hungary national team. In the game FIFA 22, his overall rating is 65.",https://cdn.sofifa.net/players/268/097/22_120.png,191,87,1994-11-06,ST,65,66,€0,€0,Left,2 ,2 ,1 ,Medium/Medium,Stocky (185+),No,,,,,,,,,,,1886,Hungary,78,Friendly International,https://cdn.sofifa.net/meta/team/18732/30.png,73,SUB,16,26,72,70,44,70,52,61,43,34,64,62,58,52,52,46,74,67,58,84,68,57,22,66,43,68,65,23,22,21,14,8,6,12,10,"Outside foot shot, Chip shot (AI)"
205633,2022-05-01,"Lucas Nahuel Castro - FIFA 22 - Apr 26, 2022 | SoFIFA",Lucas Nahuel Castro,"Lucas Castro (Lucas Nahuel Castro, born 9 April 1989) is an Argentine footballer who plays as a center midfield for Turkish club Adana Demirspor. In the game FIFA 22, his overall rating is 72.",https://cdn.sofifa.net/players/205/633/22_120.png,182,76,1989-04-09,"CM,CAM",72,72,€1.8M,€13K,Right,4 ,4 ,2 ,High/Medium,Normal (170-185),No,€3.6M,,101016,Adana Demirspor,68,Süper Lig,https://cdn.sofifa.net/meta/team/1039/30.png,71,SUB,19,2021-07-16,2022,,,,,,,,,72,61,68,75,67,76,76,68,71,77,69,63,69,73,73,77,62,64,67,72,65,66,71,74,68,72,55,67,65,6,7,9,15,5,"Injury prone, Chip shot (AI)"
